"Code","Date","pH","T (°C)","Cond (µS/cm)","SiO2 (μmol/L)","K (μmol/L)","Mg (μmol/L)","Ca (μmol/L)","Na (μmol/L)","Cl (μmol/L)","HCO3 (μmol/L)","SO4 (μmol/L)","Location"
27107,"2020-08-06",,,,,,,,,,,,"La Rivière des Marsouins 50 m aval RN2"
27107,"2020-08-07",,,,341.7,,,,,,,,"La Rivière des Marsouins 50 m aval RN2"
27107,"2020-08-14",,,,,,,,,,,,"La Rivière des Marsouins 50 m aval RN2"
27107,"2020-09-07",7.7,18.4,77.76,,,,,,,803.3,,"La Rivière des Marsouins 50 m aval RN2"
27107,"2020-09-09",,,,,28.2,162.5,135,213,64.8,,,"La Rivière des Marsouins 50 m aval RN2"
27107,"2020-09-18",,,,360,,,,,,,,"La Rivière des Marsouins 50 m aval RN2"
27107,"2020-10-06",,,,,,,,,,,,"La Rivière des Marsouins 50 m aval RN2"
28019,"1994-06-29",8,,104.8,,,,,,,,,"La Rivière de l'Est aval"
28019,"2002-06-18",7.55,17.9,87.2,,,,,,,,,"La Rivière de l'Est aval"
28019,"2002-07-10",7.42,18.5,84,,,,,,,,,"La Rivière de l'Est aval"
28019,"2002-09-24",7.8,19.3,91.7,305.2,37.4,168.2,133,91.9,90.8,672.1,12.4,"La Rivière de l'Est aval"
28019,"2002-12-10",7.51,20.5,71,,,,,,,,,"La Rivière de l'Est aval"
28019,"2003-02-18",7.16,22.1,82.2,,,156.7,124.8,,97.7,,18.9,"La Rivière de l'Est aval"
28019,"2003-06-03",7.94,20,81.8,,,156.7,128,,90.1,,18.8,"La Rivière de l'Est aval"
28019,"2003-07-29",7.77,,103.7,,,215,155.2,,108.5,,,"La Rivière de l'Est aval"
28019,"2003-10-21",8.07,22.4,99,,,190.8,136.7,,93.8,,20.9,"La Rivière de l'Est aval"
28019,"2004-01-27",7.97,21.4,96.3,,,205,162.8,,90.1,,19.9,"La Rivière de l'Est aval"
28019,"2004-03-16",7.938,24.1,82.4,,,165.4,131.7,,99.2,,13.3,"La Rivière de l'Est aval"
28019,"2004-06-30",8.08,16.5,89.9,,,178.8,133.5,,115.8,,12.3,"La Rivière de l'Est aval"
28019,"2004-08-30",8.06,17.6,102.3,,,211.3,146.2,,110.7,,18.3,"La Rivière de l'Est aval"
28019,"2005-01-18",7.89,22.9,94.2,,,189.2,153,,91.5,,14,"La Rivière de l'Est aval"
28019,"2005-05-11",,20.5,116.5,,,237.5,185.2,,83.7,,17.8,"La Rivière de l'Est aval"
28019,"2005-07-20",7.98,17.6,99.5,,,203.8,158.5,,129.9,,17.9,"La Rivière de l'Est aval"
28019,"2005-10-18",8.02,19.2,102.1,,,231.2,169.2,,102,,16.1,"La Rivière de l'Est aval"
28019,"2006-01-18",7.79,21,76,,,162.5,112.5,,78.9,,,"La Rivière de l'Est aval"
28019,"2006-04-19",7.3,21.1,105.2,,,229.2,172.5,,78.9,,,"La Rivière de l'Est aval"
28019,"2006-07-05",7.48,17.9,97.8,,,212.5,145,,104.2,,,"La Rivière de l'Est aval"
28019,"2006-11-08",8.05,20,125.4,,46.2,250,177.5,287,78.9,,,"La Rivière de l'Est aval"
28019,"2007-01-02",7.62,21.6,67.6,,35.9,133.3,90,187,93,,,"La Rivière de l'Est aval"
28019,"2007-04-04",8.33,20.4,169.4,441.5,79.5,408.3,275,352.2,73.2,,,"La Rivière de l'Est aval"
28019,"2007-07-04",8.2,18.2,121.5,254,51.3,266.7,175,295.7,87.3,,,"La Rivière de l'Est aval"
28019,"2007-09-17",7.872,17.8,74.2,,,,,,,,,"La Rivière de l'Est aval"
28019,"2007-10-03",8.34,18.5,122.1,246.7,48.7,266.7,195,295.7,98.6,,,"La Rivière de l'Est aval"
28019,"2007-12-17",8.62,23.9,141.7,,,,,,,,,"La Rivière de l'Est aval"
28019,"2008-01-02",7.64,20.6,47.7,,,,,,,,,"La Rivière de l'Est aval"
28019,"2008-01-03",,,,201.7,33.3,100.8,69,142.6,,494,,"La Rivière de l'Est aval"
28019,"2008-03-05",7.91,20.4,82,,,,,,,,,"La Rivière de l'Est aval"
28019,"2008-03-06",,,,295,40.8,199.2,155,248.7,93.8,854,,"La Rivière de l'Est aval"
28019,"2008-07-09",8.26,18.7,115.5,,,,,,,,,"La Rivière de l'Est aval"
28019,"2008-07-10",,,,298.8,47.7,249.6,188.5,286.1,87.6,1108,,"La Rivière de l'Est aval"
28019,"2008-10-27",7.95,21.4,122.6,,,,,,,,,"La Rivière de l'Est aval"
28019,"2008-10-28",,,,,54.6,268.3,187.8,292.6,89,1118,,"La Rivière de l'Est aval"
28019,"2009-01-07",8.15,23.8,100.6,,,,,,,,,"La Rivière de l'Est aval"
28019,"2009-01-08",,,,341.7,43.1,210.8,152.8,256.5,82.3,980,,"La Rivière de l'Est aval"
28019,"2009-04-01",7.91,22.6,95,,,,,,,,,"La Rivière de l'Est aval"
28019,"2009-04-02",,,,331.7,44.4,218.8,164.2,249.1,78.6,874,,"La Rivière de l'Est aval"
28019,"2009-07-01",8.17,19.2,95.8,,,,,,,,,"La Rivière de l'Est aval"
28019,"2009-07-02",,,,280,39.2,218.8,161.2,241.7,93,868,,"La Rivière de l'Est aval"
28019,"2009-11-09",7.97,21.3,133.4,,,,,,,,,"La Rivière de l'Est aval"
28019,"2009-11-10",,,,455.2,56.4,316.7,224.5,333,72.4,1310,21.9,"La Rivière de l'Est aval"
28019,"2010-01-06",7.92,22.8,69.8,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-01-07",,,,292.8,36.7,149.6,107,175.2,80,616,,"La Rivière de l'Est aval"
28019,"2010-03-22",8.14,24.1,81,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-03-31",8,24,61.7,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-04-01",,,,322.8,41.8,155.4,141,218.7,72.7,784,,"La Rivière de l'Est aval"
28019,"2010-05-11",,21.37,98,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-06-08",8.03,19.47,91,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-07-05",8.36,17.82,106,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-07-07",8.29,19.14,112.6,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-07-08",,,,280.7,44.6,248.8,181.8,275.2,96.1,1014,,"La Rivière de l'Est aval"
28019,"2010-09-06",8.25,18.88,92,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-10-13",8.42,22.93,103.4,,,,,,,,,"La Rivière de l'Est aval"
28019,"2010-10-14",,,,326,48.5,256.3,192.5,287.4,84.5,1092,,"La Rivière de l'Est aval"
28019,"2010-11-22",7.99,23.61,126,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-01-03",8.45,24.9,133.1,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-01-04",,,,353.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-01-10",8.42,27.06,141,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-03-07",8.03,19.47,81,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-04-04",8.35,23.24,102.7,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-04-05",,,,366.7,50.3,239.2,173.5,274.8,89,950,,"La Rivière de l'Est aval"
28019,"2011-05-02",7.73,20.46,105,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-07-04",8.355,19.275,113.7,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-07-05",,,,350,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-09-05",9.05,18.41,89,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-10-03",8.53,21.08,95.3,,,,,,,,,"La Rivière de l'Est aval"
28019,"2011-10-04",,,,298.3,48.7,270.8,185,287,95.8,1024,,"La Rivière de l'Est aval"
28019,"2011-11-21",9.34,23.9,129,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-01-04",8.34,23.31,101,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-01-05",,,,328.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-01-16",7.58,22.9,85,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-03-05",7.49,22.41,71,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-05-21",8.54,21.03,81.78,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-05-30",8.27,19,81.52,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-05-31",,,,296.7,41,200,167.5,239.1,107,820,,"La Rivière de l'Est aval"
28019,"2012-07-04",8.18,17.15,96.02,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-07-05",,,,310,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-07-16",6.84,18.08,63,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-09-17",7.3,20.04,63,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-10-03",8.35,19.08,104.3,,,,,,,,,"La Rivière de l'Est aval"
28019,"2012-10-04",,,,252.5,48.7,212.5,240,313,93,1160,,"La Rivière de l'Est aval"
28019,"2012-11-12",7.83,22.12,104,,,,,,,,,"La Rivière de l'Est aval"
28019,"2013-01-29",,24.7,67,196.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2013-04-08",7.98,20.88,65.3,201.7,48.7,204.2,137.5,,,721.3,25,"La Rivière de l'Est aval"
28019,"2013-05-28",8.17,18.82,90.2,,,,,,,,,"La Rivière de l'Est aval"
28019,"2013-07-08",8.24,18.78,116,386.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2013-10-07",7.98,20.58,137,346.7,48.7,312.5,210,326.1,76.1,1278.7,18.8,"La Rivière de l'Est aval"
28019,"2013-11-19",7.68,23.35,133,,,,,,,,,"La Rivière de l'Est aval"
28019,"2014-01-07",7.9,25.1,101.1,246.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2014-03-17",7.9,23.6,111,320,53.8,250,185,300,90.1,1082,14.6,"La Rivière de l'Est aval"
28019,"2014-06-09",8.25,20.2,114,,,,,,,,,"La Rivière de l'Est aval"
28019,"2014-07-07",7.72,19.18,117,328.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2014-09-29",7.75,20,95,288.3,48.7,245.8,167.5,287,123.9,1016.4,39.6,"La Rivière de l'Est aval"
28019,"2014-11-18",8.21,22.8,76,,,,,,,,,"La Rivière de l'Est aval"
28019,"2015-01-19",7.52,22.2,69,236.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2015-03-23",7.91,22.1,79.3,258.3,38.5,170.8,122.5,204.3,78.9,737.7,14.6,"La Rivière de l'Est aval"
28019,"2015-05-26",7.72,19.3,111.5,,,,,,,,,"La Rivière de l'Est aval"
28019,"2015-07-06",8.35,17.2,104.5,203.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2015-09-28",8.8,18.1,113.4,345,43.6,225,162.5,269.6,93,1032.8,13.5,"La Rivière de l'Est aval"
28019,"2015-11-02",8.24,20.08,116.1,,,,,,,,,"La Rivière de l'Est aval"
28019,"2015-12-09",,22.71,134,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-02-02",,23.05,115.5,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-02-15",,25.29,83,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-02-19",,22.7,99,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-02-29",,22.72,94.39,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-03-09",7.83,21.5,88.8,,,,,,154.9,606.6,,"La Rivière de l'Est aval"
28019,"2016-03-10",,,,,41,166.7,115,208.7,,,,"La Rivière de l'Est aval"
28019,"2016-03-11",,,,116.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-05-11",7.92,21.3,108,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-05-13",,,,206.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-05-18",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-06-22",,18.97,98,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-06-27",,19.05,105,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-07-11",,17.8,128.6,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-07-25",7.93,17.66,80.94,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-08-23",,18.5,112.3,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-09-07",8.4,19.1,111.6,,43.6,258.3,175,278.3,109.9,1000,13.5,"La Rivière de l'Est aval"
28019,"2016-09-08",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-09-09",,,,171.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-11-16",8.12,19.9,122.9,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-11-17",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2016-11-18",,,,408.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-06-14",7.93,20,83,,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-06-15",,,,,,,,,101.4,852.5,12.5,"La Rivière de l'Est aval"
28019,"2017-06-16",,,,230,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-06-18",,,,,43.6,200,130,243.5,,,,"La Rivière de l'Est aval"
28019,"2017-08-23",7.68,17.8,93,,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-08-24",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-08-25",,,,376.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-10-04",8.03,18.2,95,,48.7,241.7,175,291.3,84.5,1065.6,14.6,"La Rivière de l'Est aval"
28019,"2017-10-05",,,,388.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-10-06",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-11-08",,19.7,111,,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-11-09",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2017-11-10",,,,268.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2018-01-10",,21.4,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2018-01-11",,,,260,,,,,,,,"La Rivière de l'Est aval"
28019,"2018-04-09",7.74,17.8,67,,43.6,150,87.5,182.6,67.6,606.6,11.5,"La Rivière de l'Est aval"
28019,"2018-04-12",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2018-04-13",,,,366.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2018-10-03",8.22,17.13,118.45,,,,,,,1147.5,,"La Rivière de l'Est aval"
28019,"2018-10-04",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2018-10-05",,,,303.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2018-10-07",,,,,61.5,275,180,330.4,107,,17.7,"La Rivière de l'Est aval"
28019,"2019-01-16",,20.6,117,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-01-17",,,,283.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-01-18",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-03-06",8.18,21.89,138.95,383.3,64.1,,,,70.4,,19.8,"La Rivière de l'Est aval"
28019,"2019-03-07",,,,,,316.7,210,369.6,,1360.7,,"La Rivière de l'Est aval"
28019,"2019-03-08",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-05-22",7.732,20.45,111.6,,51.3,254.2,147.5,273.9,73.2,1082,11.5,"La Rivière de l'Est aval"
28019,"2019-05-23",,,114,420,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-05-24",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-07-30",7.44,18.9,112.755,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-08-02",,,,315,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-08-05",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-10-01",8.35,19.06,129.5,,56.4,291.7,190,339.1,76.1,1213.1,14.6,"La Rivière de l'Est aval"
28019,"2019-10-02",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-10-03",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-10-04",,,,381.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-10-21",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-12-03",8.19,20.9,136.3,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-12-05",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-12-10",,,,326.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2019-12-16",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-01-15",8.02,21.58,112.4,201.7,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-01-16",,,113,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-01-17",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-01-24",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-02-03",7.7,21.8,96.5,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-02-05",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-03-02",8.12,21.91,129,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-03-03",,,,,56.4,320.8,172.5,295.7,78.9,,15.6,"La Rivière de l'Est aval"
28019,"2020-03-04",,,,,,,,,,1163.9,,"La Rivière de l'Est aval"
28019,"2020-03-06",,,,345,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-04-07",8,20.6,117,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-04-09",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-06-03",7.91,18.2,132.5,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-06-04",,,,358.3,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-06-10",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-06-15",7.92,18.12,135.73,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-06-17",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-07-08",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-08-04",7.52,15.9,136.35,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-08-06",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-08-07",,,,450,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-08-14",,,,,,,,,,,,"La Rivière de l'Est aval"
28019,"2020-09-07",7.6,17.4,140.95,,,,,,,1377,,"La Rivière de l'Est aval"
28019,"2020-09-09",,,,,66.7,333.3,172.5,360.9,95.8,,19.8,"La Rivière de l'Est aval"
28019,"2020-09-18",,,,346.7,,,,,,,,"La Rivière de l'Est aval"
34026,"2012-06-04",7.64,21.11,274.8,,,,,,,,,"Source Fargeau"
34077,"1998-03-10",8.515,22.8,292,493.3,65.9,393.3,614.8,1170.9,68.7,2360,330.5,"Le Grand Bras de Cilaos au Pavillon"
34077,"2002-06-05",8.52,21.7,326,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2002-09-03",8.5,21.4,341,498,46.9,415.4,593.2,1410.4,86.8,2462.3,450.3,"Le Grand Bras de Cilaos au Pavillon"
34077,"2002-10-29",8.97,23.3,329,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2002-11-20",9.02,23.5,330,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2003-02-19",8.17,21.2,339,,,422.1,694.8,,71.8,,413.5,"Le Grand Bras de Cilaos au Pavillon"
34077,"2003-05-13",8.2,17.5,232,,,417.9,685.2,,65.6,,364.1,"Le Grand Bras de Cilaos au Pavillon"
34077,"2003-07-23",8.56,16.1,340,,,422.5,662.5,,103.9,,365.8,"Le Grand Bras de Cilaos au Pavillon"
34077,"2003-11-04",9.02,24.3,322,,,401.3,617.5,,101.7,,428.7,"Le Grand Bras de Cilaos au Pavillon"
34077,"2004-01-21",8.19,22.1,361,,,487.9,789.8,,94.6,,419,"Le Grand Bras de Cilaos au Pavillon"
34077,"2004-02-24",8.47,22.1,312,,,407.1,682.2,,75.2,,385.9,"Le Grand Bras de Cilaos au Pavillon"
34077,"2004-06-30",8.8,17.8,331,,,447.1,654.8,,89.6,,415,"Le Grand Bras de Cilaos au Pavillon"
34077,"2004-09-15",9.39,23.5,327,,,435,648.2,,102.8,,461.5,"Le Grand Bras de Cilaos au Pavillon"
34077,"2005-01-12",8.51,22.7,349,,,472.5,744,,87.9,,450.9,"Le Grand Bras de Cilaos au Pavillon"
34077,"2005-04-20",,22.9,319,,,403.3,605.3,,80,,319.3,"Le Grand Bras de Cilaos au Pavillon"
34077,"2005-06-22",8.55,16.6,338,,,422.1,638,,106.8,,373.4,"Le Grand Bras de Cilaos au Pavillon"
34077,"2005-09-27",9.11,23.5,342,,,437.5,593.5,,95.8,,500,"Le Grand Bras de Cilaos au Pavillon"
34077,"2005-12-14",9.11,25.9,351,,,442.9,622.5,,125.6,,534.2,"Le Grand Bras de Cilaos au Pavillon"
34077,"2006-01-10",8.96,26.7,359,,,456.7,653,,115.5,,587.1,"Le Grand Bras de Cilaos au Pavillon"
34077,"2006-05-17",8.53,20.3,327,,,387.5,650,,81.7,,360.4,"Le Grand Bras de Cilaos au Pavillon"
34077,"2006-08-01",,18.1,339,,,416.7,625,,98.6,,392.7,"Le Grand Bras de Cilaos au Pavillon"
34077,"2006-10-24",9.29,24.9,337,,61.5,408.3,575,1565.2,101.4,,451,"Le Grand Bras de Cilaos au Pavillon"
34077,"2007-01-31",8.48,25.1,376,,76.9,500,775,1565.2,87.3,,585.4,"Le Grand Bras de Cilaos au Pavillon"
34077,"2007-05-14",8.63,20.1,309,508.3,64.1,412.5,600,1434.8,118.3,,318.8,"Le Grand Bras de Cilaos au Pavillon"
34077,"2007-08-08",8.7,16.7,337,380,53.8,408.3,625,1391.3,93,,395.8,"Le Grand Bras de Cilaos au Pavillon"
34077,"2007-09-24",9.01,22.5,322,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2007-10-24",8.902,23.4,317,313.8,59,379.2,575,1478.3,101.4,,381.3,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-02-06",8.46,23.1,268,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-02-07",,,,415,45.1,340.4,571.8,953.9,56.3,2260,229.7,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-04-23",8.72,21.1,315,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-04-24",,,,515,54.6,405.4,633.5,1294.8,76.6,2322,314.7,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-06-18",8.27,15.2,322,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-06-19",,,,426.7,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-07-30",9,16.5,321,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-07-31",,,,489.3,55.9,412.1,626,1400.4,91.3,2404,370.1,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-09-01",9.39,20.8,319,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-09-02",,,,503.3,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-11-03",9.44,27.3,329,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2008-11-04",,,,555.7,65.9,391.3,541,1547.8,105.1,1384,423.8,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-02-04",8.88,28.5,338,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-02-05",,,,422,67.4,422.9,646,1481.7,89,1800,427.5,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-05-06",8.66,20.4,304,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-05-07",,,,510,51.8,397.5,646,1267.8,73.2,2278,306.1,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-06-03",8.38,19.6,323,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-06-04",,,,500,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-07-29",8.97,19.6,319,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-09-09",8.35,22.2,315,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-09-10",,,,483.3,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-10-12",9.55,24.5,309,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2009-10-13",,,,468.3,62.3,386.2,555.2,1520,105.1,1284,401.1,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-02-03",8.95,27.2,293,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-02-04",,,,455.2,56.2,372.1,605,1237.4,66.8,2084,334.9,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-05-05",8.63,23.79,308.3,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-05-06",,,,470,55.9,409.2,621,1299.6,77.2,2320,300.7,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-06-09",8.74,16.37,312.2,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-06-10",,,,528.3,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-08-11",8.49,19.44,323,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-08-12",,,,453.3,69.9,398,584.9,1509.3,107,2058.8,408.2,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-09-22",9.2,21.36,306.3,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-09-23",,,,463.3,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-11-08",9.98,25.95,304.3,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2010-11-09",,,,385,71.5,366.7,546.8,1744.3,120.6,1450,439.4,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-01-17",9.12,25,314,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-01-18",,,,431.7,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-04-18",9.05,23.44,333.4,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-04-19",,,,495.3,66.7,443.3,643,1477,85.4,2430,334.3,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-05-11",9.19,21.24,332.4,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-05-12",,,,465.5,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-07-25",9.22,19.07,334.4,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-07-26",,,,458.3,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-10-19",9.41,22.84,324.5,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-10-20",,,,426.7,66.7,458.3,600,1521.7,112.7,2116,471.9,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-11-16",9.27,26.3,325.3,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2011-11-17",,,,326.7,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2012-01-16",8.86,27.38,359.4,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2012-01-17",,,,483.3,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2012-04-16",8.68,21.02,324.2,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
34077,"2012-04-17",,,,602,61.5,458.3,750,1260.9,73.2,2440,393.8,"Le Grand Bras de Cilaos au Pavillon"
34077,"2012-05-30",8.72,16.55,340.9,,,,,,,,,"Le Grand Bras de Cilaos au Pavillon"
